date,temperature,humidity,wind_speed,wind_direction,cloud_cover,pressure,visibility,solar_noon_distance,power_generated
2022-10-16 15:00:00,21.05,80.89,1.02,333.42,71.19,1031.35,9.56,3,26.55
2022-08-19 17:00:00,21.7,82.49,0.0,320.75,43.57,1019.15,10.68,5,17.69
2022-05-15 11:00:00,34.11,53.03,3.88,96.69,37.51,1011.02,7.55,1,71.82
2022-02-02 12:00:00,36.9,62.73,0.01,226.68,57.27,1021.33,13.79,0,52.85
2023-07-28 08:00:00,34.73,55.41,6.19,182.15,39.55,1031.68,14.47,4,28.09
2023-11-15 16:00:00,17.16,71.14,1.55,22.14,97.21,1021.01,10.08,4,7.92
2023-07-01 10:00:00,29.23,67.21,3.38,51.52,71.16,1030.05,10.77,2,35.63
2023-04-07 04:00:00,32.32,59.65,4.72,222.22,97.26,1010.73,11.02,8,0.0
2022-08-06 12:00:00,28.78,65.38,2.32,54.11,19.59,1014.97,3.97,0,62.66
2023-01-28 09:00:00,32.81,55.3,3.49,154.7,19.65,1017.63,13.15,3,73.57
2023-04-06 12:00:00,27.5,56.91,1.38,275.72,92.79,1015.77,11.09,0,22.15
2022-08-29 09:00:00,23.42,78.64,5.13,134.84,91.68,1020.02,4.0,3,13.02
2023-04-30 18:00:00,31.22,64.7,2.74,206.02,47.24,1066.91,8.07,6,0.0
2023-10-17 03:00:00,29.29,77.88,3.0,83.63,22.21,1007.69,10.35,9,0.0
2023-06-09 16:00:00,25.98,46.12,2.28,207.13,73.52,1015.52,7.19,4,20.8
2022-08-31 07:00:00,35.51,68.23,5.81,295.53,65.04,1031.25,12.07,5,11.14
2023-11-13 20:00:00,28.52,60.89,0.0,74.61,36.14,1024.67,9.96,8,0.0
2023-10-08 17:00:00,25.58,42.75,0.0,53.53,38.33,1007.86,10.13,5,15.21
2023-07-10 16:00:00,29.79,71.37,1.36,264.29,76.2,978.19,8.78,4,18.8
2023-10-02 06:00:00,29.05,62.4,6.13,215.6,50.14,999.61,7.06,6,0.0
2022-07-09 14:00:00,28.11,55.61,0.0,113.22,86.44,1044.99,11.7,2,21.19
2022-10-10 09:00:00,27.94,73.23,2.02,125.65,40.51,1025.47,7.57,3,42.48
2022-09-16 13:00:00,21.9,52.67,2.66,24.74,39.92,1003.27,8.55,1,70.3
2023-02-15 10:00:00,35.43,63.67,1.99,88.63,67.33,1023.37,11.57,2,45.83
2022-08-13 17:00:00,17.26,82.64,0.0,134.05,45.54,1004.88,10.56,5,12.62
2023-10-26 21:00:00,21.19,56.77,0.0,216.86,44.87,1030.27,6.68,9,0.0
2023-11-03 14:00:00,22.1,54.14,0.2,200.32,84.13,1048.5,9.12,2,25.95
2023-11-23 06:00:00,34.01,67.32,5.39,242.81,0.35,1021.9,5.74,6,0.0
2023-03-18 06:00:00,37.55,63.56,4.13,62.26,0.74,988.04,10.02,6,0.0
2023-01-21 04:00:00,47.83,47.85,4.31,156.46,69.88,1038.23,12.89,8,0.0
2023-09-17 16:00:00,25.13,62.37,0.65,23.9,38.03,1047.38,11.95,4,23.28
2022-01-02 11:00:00,31.01,59.3,2.36,105.33,4.44,1023.32,10.88,1,89.18
2022-08-13 07:00:00,36.49,49.62,4.7,2.78,34.4,974.06,7.01,5,12.09
2022-02-22 11:00:00,28.96,79.52,4.28,282.58,64.96,1025.25,9.75,1,42.4
2023-02-20 12:00:00,37.4,74.37,1.56,158.59,51.63,1029.28,8.5,0,78.7
2022-07-22 06:00:00,37.42,41.57,3.58,76.87,90.9,1011.25,12.95,6,0.0
2022-10-21 09:00:00,29.09,64.73,7.17,323.62,19.0,1043.84,12.93,3,44.2
2023-09-02 16:00:00,20.91,69.13,0.0,267.73,87.59,1012.29,10.96,4,12.38
2023-05-26 06:00:00,33.17,70.36,5.12,326.48,85.91,1021.18,11.31,6,0.0
2022-07-20 11:00:00,24.27,85.08,1.65,211.7,78.49,991.43,7.88,1,28.59
2023-04-09 09:00:00,34.61,45.0,2.52,259.37,69.94,999.47,4.38,3,36.51
2023-02-07 18:00:00,23.59,58.2,0.0,45.82,32.23,999.01,8.49,6,0.0
2022-05-28 09:00:00,33.07,56.95,3.51,358.94,28.23,1020.07,10.75,3,48.47
2023-05-04 12:00:00,31.59,77.65,3.97,184.94,27.29,1023.96,7.97,0,62.22
2022-12-04 10:00:00,30.08,75.43,5.28,11.49,59.4,1000.61,9.28,2,46.26
2023-04-18 15:00:00,29.15,47.85,0.16,2.75,7.83,1049.33,7.9,3,77.25
2023-09-03 15:00:00,25.65,78.94,1.63,7.68,15.5,1016.56,8.16,3,50.51
2023-09-16 17:00:00,22.97,78.23,0.0,121.12,0.02,984.4,10.71,5,21.98
2022-01-02 11:00:00,28.8,69.17,4.13,222.09,60.34,1009.11,10.37,1,52.25
2023-03-29 22:00:00,25.41,78.03,3.43,115.36,55.91,992.69,7.64,10,0.0
2022-01-09 08:00:00,33.23,48.64,4.12,323.46,30.36,982.72,11.87,4,32.58
2022-07-27 23:00:00,23.6,66.24,2.73,295.66,19.73,1018.58,19.4,11,0.0
2022-02-23 23:00:00,30.17,63.25,3.44,43.21,92.92,1011.97,10.75,11,0.0
2023-09-20 13:00:00,20.49,68.54,0.0,45.32,4.8,1003.41,10.77,1,65.7
2023-02-24 19:00:00,29.92,74.58,0.0,118.08,52.53,1019.29,13.16,7,0.0
2022-09-11 14:00:00,21.94,76.58,0.0,177.5,80.1,1001.47,12.6,2,18.44
2022-04-09 17:00:00,26.31,73.96,0.0,68.16,72.57,1009.32,13.65,5,12.74
2022-12-04 08:00:00,30.54,57.23,4.43,165.26,96.45,1004.47,8.93,4,10.22
2023-12-21 03:00:00,31.43,69.2,4.77,42.75,28.33,1018.7,12.43,9,0.0
2022-06-10 10:00:00,35.43,52.21,2.63,233.4,70.2,989.6,10.04,2,38.87
2023-05-19 12:00:00,35.02,63.76,2.97,262.14,69.94,1009.38,10.14,0,37.74
2022-07-14 06:00:00,33.54,59.16,4.62,331.21,45.13,1019.99,6.16,6,0.0
2023-11-19 08:00:00,34.0,57.51,2.42,313.18,55.92,990.15,9.37,4,29.23
2023-04-15 11:00:00,34.47,41.21,4.0,264.17,19.33,1002.16,10.4,1,75.01
2022-08-18 11:00:00,29.4,56.83,6.32,94.12,93.48,1016.45,5.15,1,16.74
2022-10-10 10:00:00,25.87,53.87,0.42,71.46,50.43,1000.3,12.1,2,45.68
2023-09-01 06:00:00,31.69,85.78,4.52,10.45,73.34,1028.96,10.63,6,0.0
2023-03-29 08:00:00,41.64,70.03,4.0,69.31,43.96,1015.32,11.96,4,33.83
2023-05-31 06:00:00,40.75,61.08,7.49,1.63,89.97,1009.74,6.52,6,0.0
2023-05-27 17:00:00,25.02,67.17,0.0,203.08,37.34,979.9,11.16,5,21.41
2022-06-07 20:00:00,27.4,60.82,0.99,174.21,33.37,978.21,10.39,8,0.0
2023-06-02 14:00:00,26.31,50.91,1.68,311.58,28.33,1039.11,5.19,2,65.98
2022-02-06 16:00:00,28.2,73.34,0.0,252.43,98.98,1014.12,12.2,4,10.2
2022-10-29 02:00:00,34.52,54.05,3.91,0.81,4.82,1011.27,9.38,10,0.0
2023-12-01 20:00:00,25.95,68.18,0.0,338.06,3.6,1032.05,11.77,8,0.0
2022-06-10 07:00:00,40.34,67.1,4.47,313.59,42.62,997.66,7.29,5,18.53
2023-07-20 13:00:00,23.28,71.84,2.16,286.38,44.83,1035.56,7.67,1,60.38
2023-11-17 11:00:00,32.19,64.73,1.91,124.94,19.62,991.27,12.74,1,60.36
2023-10-25 16:00:00,24.49,80.36,0.0,144.76,82.87,1020.73,10.62,4,13.58
2023-05-05 16:00:00,27.25,80.53,0.0,162.16,26.2,997.94,11.37,4,45.09
2022-04-14 16:00:00,29.67,61.07,0.0,78.35,43.85,1010.76,17.91,4,30.46
2022-09-03 18:00:00,16.77,85.85,0.0,48.88,80.26,1017.53,10.16,6,0.0
2023-11-13 02:00:00,34.23,72.06,4.7,28.54,65.65,999.35,13.69,10,0.0
2023-02-12 06:00:00,34.88,61.22,2.83,66.64,19.21,1009.95,7.3,6,0.0
2022-02-05 00:00:00,35.39,60.43,0.93,170.14,64.66,1028.39,9.26,12,0.0
2023-05-27 17:00:00,24.68,74.28,1.01,9.49,44.99,1023.68,12.22,5,23.44
2023-04-16 07:00:00,35.99,70.53,5.11,211.37,40.07,1018.95,11.82,5,22.73
2023-12-28 08:00:00,35.96,52.35,5.95,99.21,56.67,1046.32,8.87,4,30.85
2023-10-27 18:00:00,21.29,64.02,0.0,6.25,64.67,1055.43,16.04,6,0.0
2022-05-30 11:00:00,31.28,76.83,2.82,209.79,84.19,1053.37,10.24,1,32.21
2022-11-01 11:00:00,30.17,53.89,3.19,291.1,35.33,999.97,10.61,1,51.91
2022-02-23 10:00:00,31.27,56.61,3.38,216.18,14.23,1046.72,11.22,2,83.18
2022-09-21 11:00:00,28.71,69.72,5.14,97.65,62.98,997.46,10.19,1,38.0
2023-09-12 09:00:00,28.52,75.46,6.18,66.51,59.71,1034.38,9.01,3,36.48
2022-12-16 12:00:00,32.21,75.86,2.63,202.86,35.53,1009.36,9.7,0,48.96
2023-10-18 09:00:00,32.96,77.72,5.86,158.76,52.02,1026.5,15.16,3,30.47
2023-11-01 13:00:00,24.02,63.28,0.51,63.74,75.88,1043.01,8.42,1,44.05
2023-08-27 04:00:00,32.91,59.23,1.35,321.97,6.57,979.49,6.65,8,0.0
2023-04-19 22:00:00,30.65,75.77,1.73,231.11,79.46,988.48,11.27,10,0.0
2022-05-07 10:00:00,36.35,60.62,2.89,138.54,36.63,1010.03,17.63,2,48.03
2023-10-03 06:00:00,26.7,59.45,5.92,192.98,11.79,1024.22,8.37,6,0.0
2022-04-06 14:00:00,31.06,61.54,0.0,133.62,46.2,1008.57,9.77,2,44.17
2023-05-03 00:00:00,31.55,61.67,0.0,84.8,24.59,1016.59,13.74,12,0.0
2022-09-29 10:00:00,29.64,76.77,3.06,222.0,50.32,1020.42,9.54,2,47.55
2022-09-04 15:00:00,24.39,79.06,1.14,358.89,73.11,1019.81,6.58,3,21.81
2023-10-18 11:00:00,26.58,63.79,3.0,291.81,3.61,1000.73,4.07,1,76.64
2023-11-28 17:00:00,24.9,68.15,1.61,317.68,18.62,996.93,8.75,5,18.28
2022-03-10 09:00:00,38.94,63.37,5.37,97.43,80.54,996.53,10.74,3,33.02
2023-03-29 15:00:00,32.02,67.38,2.58,57.21,70.12,1001.61,8.91,3,41.17
2023-04-19 12:00:00,33.68,77.23,1.79,347.03,67.94,1037.42,10.07,0,47.83
2023-09-04 10:00:00,29.04,51.59,3.43,344.53,79.7,1015.65,14.9,2,17.45
2022-01-23 11:00:00,37.3,71.83,4.15,227.48,43.1,1016.08,13.7,1,59.71
2022-04-10 15:00:00,30.29,63.77,1.07,317.07,76.77,1012.11,17.29,3,25.2
2023-10-21 06:00:00,32.66,75.94,6.65,184.71,53.62,1026.55,8.13,6,0.0
2022-11-21 13:00:00,24.58,67.33,0.35,24.28,96.88,1014.59,11.01,1,17.23
2022-12-02 06:00:00,26.19,59.35,6.43,159.02,73.73,1005.02,9.73,6,0.0
2022-06-09 23:00:00,35.01,63.03,0.0,87.28,63.78,1048.75,8.47,11,0.0
2023-11-21 06:00:00,30.71,62.56,7.97,357.72,38.65,975.66,8.97,6,0.0
2023-11-22 11:00:00,29.76,64.43,1.18,252.06,96.58,1036.8,9.52,1,15.82
2023-07-31 09:00:00,33.12,60.64,3.01,195.79,62.11,994.49,8.85,3,38.55
2022-02-12 18:00:00,28.59,66.09,0.0,255.82,77.11,996.44,5.88,6,0.0
2022-01-12 07:00:00,34.22,69.69,7.12,315.44,84.43,1023.29,8.63,5,8.94
2022-09-10 08:00:00,30.89,68.38,7.55,231.2,10.41,1011.07,9.21,4,34.81
2023-12-28 13:00:00,32.49,69.55,0.27,82.31,81.55,977.22,3.09,1,31.98
2023-08-28 01:00:00,27.93,76.01,3.55,34.36,73.38,1023.43,14.66,11,0.0
2022-04-25 09:00:00,30.23,63.39,6.81,23.5,58.49,990.09,9.2,3,29.04
2023-05-16 16:00:00,30.78,66.12,0.0,28.61,62.7,1021.37,15.9,4,29.47
2023-02-17 14:00:00,33.58,61.6,0.0,250.64,35.24,966.53,8.47,2,69.37
2022-10-04 03:00:00,27.04,59.85,3.08,130.7,26.69,1017.5,9.3,9,0.0
2023-01-29 13:00:00,26.11,49.35,1.28,234.09,33.58,1037.84,8.25,1,73.27
2022-07-11 08:00:00,34.05,73.65,3.68,265.8,89.02,1018.22,8.15,4,15.65
2023-07-02 12:00:00,28.75,61.48,0.56,348.87,5.16,999.8,9.28,0,80.69
2022-04-06 10:00:00,37.84,62.37,6.33,128.78,0.23,1015.35,4.61,2,59.29
2023-01-04 12:00:00,32.31,60.59,1.21,127.47,14.84,1005.29,11.47,0,69.76
2022-08-05 06:00:00,37.15,54.88,5.41,210.09,29.0,984.58,11.71,6,0.0
2022-03-03 14:00:00,24.61,57.36,2.18,7.12,19.78,1044.29,1.85,2,59.01
2022-12-08 08:00:00,38.66,62.09,2.53,315.93,6.29,1042.54,11.76,4,39.09
2022-06-26 18:00:00,19.53,91.19,0.0,134.57,70.12,1006.81,6.72,6,0.0
2022-08-21 08:00:00,29.12,61.64,4.65,82.2,63.9,1019.07,8.19,4,22.53
2023-03-31 19:00:00,31.8,69.03,0.25,241.71,44.51,1026.44,8.73,7,0.0
2023-05-21 10:00:00,37.89,66.75,0.97,352.6,18.27,1017.0,7.1,2,45.54
2022-03-10 14:00:00,28.98,76.85,3.45,286.15,43.97,1002.79,12.01,2,61.16
2023-04-14 22:00:00,30.85,71.82,0.44,15.0,15.52,1043.59,9.64,10,0.0
2022-05-24 12:00:00,31.44,43.72,4.12,147.52,46.34,1009.42,8.99,0,65.06
2023-11-24 12:00:00,30.16,56.64,7.44,93.23,47.13,1044.66,12.19,0,54.52
2023-02-02 10:00:00,32.81,64.05,0.0,218.85,48.81,993.91,10.53,2,38.43
2022-06-12 10:00:00,31.93,51.39,4.35,65.18,55.28,1014.77,10.37,2,48.12
2023-10-20 08:00:00,34.06,78.62,3.37,94.09,7.81,986.96,6.98,4,39.18
2022-03-15 16:00:00,34.31,52.45,3.99,337.39,9.73,1001.67,13.64,4,47.93
2022-09-10 13:00:00,26.48,62.49,1.26,10.39,33.06,998.78,12.84,1,66.35
2023-10-15 14:00:00,22.64,52.28,0.0,187.66,68.23,1036.07,7.22,2,31.4
2023-09-26 18:00:00,21.08,57.75,0.0,338.57,0.04,996.63,12.85,6,0.0
2022-06-14 13:00:00,29.86,79.88,0.0,302.89,19.98,1002.38,8.73,1,88.41
2023-05-11 21:00:00,28.24,56.83,0.0,123.59,85.32,1006.49,5.44,9,0.0
2023-05-15 12:00:00,32.72,57.13,0.0,74.32,93.0,1013.45,9.6,0,22.26
2022-08-05 09:00:00,32.64,57.89,4.35,293.25,27.44,1012.52,15.25,3,43.36
2022-03-11 18:00:00,28.87,76.86,0.07,340.66,68.65,1023.15,10.89,6,0.0
2023-03-21 12:00:00,32.9,70.92,1.83,200.19,63.15,993.31,7.27,0,47.84
2022-04-01 08:00:00,35.62,57.21,6.33,157.67,56.73,1006.37,9.91,4,23.9
2022-02-08 18:00:00,27.85,70.55,0.8,52.7,67.46,988.46,10.29,6,0.0
2023-10-15 15:00:00,22.23,56.24,1.32,337.31,4.6,1007.83,12.57,3,58.72
2023-10-22 18:00:00,26.13,61.87,0.0,190.68,84.65,1039.98,6.45,6,0.0
2022-12-27 02:00:00,34.36,63.25,3.42,240.77,21.76,1006.57,8.82,10,0.0
2022-12-14 16:00:00,25.44,86.6,0.0,96.03,7.38,1005.11,8.91,4,44.64
2023-02-13 05:00:00,40.86,60.87,6.38,46.7,17.69,1005.0,7.71,7,0.0
2022-04-27 11:00:00,37.71,56.12,4.0,176.84,99.97,996.26,7.51,1,15.02
2023-11-16 14:00:00,22.2,69.07,0.0,176.78,94.96,1011.84,7.9,2,14.83
2022-05-29 10:00:00,37.76,62.7,5.19,101.75,2.25,1031.85,8.66,2,58.68
2022-07-22 03:00:00,34.44,54.21,2.94,133.81,48.61,1015.07,6.3,9,0.0
2022-08-15 14:00:00,28.45,64.96,1.97,89.47,31.64,1027.44,13.89,2,46.63
2023-02-06 06:00:00,39.84,50.32,1.73,67.89,69.1,988.8,6.43,6,0.0
2023-06-10 06:00:00,35.04,45.47,6.19,289.62,62.12,1022.63,12.91,6,0.0
2023-01-08 08:00:00,32.02,70.73,6.82,35.25,99.73,1029.28,12.67,4,8.25
2023-10-18 10:00:00,27.69,63.81,2.1,205.37,87.89,1029.47,5.65,2,19.33
2022-01-12 15:00:00,24.0,51.74,0.48,136.69,15.67,993.57,8.78,3,61.85
2022-12-24 17:00:00,21.94,64.49,0.16,102.86,87.08,1018.91,12.45,5,6.87
2023-01-08 17:00:00,23.44,64.54,0.0,238.25,96.8,992.44,12.61,5,5.29
2023-11-07 15:00:00,23.26,70.32,3.82,74.33,22.77,1005.51,13.48,3,49.17
2022-11-12 17:00:00,24.06,76.04,1.36,272.47,17.09,1036.05,10.62,5,17.82
2022-02-10 16:00:00,24.57,72.23,0.0,105.85,15.81,1018.61,11.75,4,39.0
2023-05-17 14:00:00,25.73,75.3,1.85,63.52,93.66,1022.39,11.13,2,19.04
2023-12-25 18:00:00,24.16,68.68,0.0,231.33,95.86,1010.29,12.74,6,0.0
2023-07-12 11:00:00,30.45,71.37,0.4,229.19,53.82,1029.8,14.8,1,56.09
2023-08-17 10:00:00,28.73,56.78,2.05,123.93,66.65,1023.19,7.47,2,35.51
2023-03-26 07:00:00,34.41,58.57,7.39,89.04,71.29,1027.43,4.76,5,12.02
2022-09-08 12:00:00,20.24,74.4,3.49,287.11,80.03,997.29,6.64,0,27.72
2023-01-09 14:00:00,26.56,76.05,1.96,276.53,38.98,1024.45,10.54,2,59.84
2022-06-26 15:00:00,31.94,70.65,0.0,317.24,16.11,1003.04,4.8,3,41.26
2022-03-04 16:00:00,30.89,44.8,1.42,210.42,9.75,1029.07,11.73,4,46.14
2023-11-20 01:00:00,33.04,49.56,3.78,146.46,36.04,1000.82,8.43,11,0.0
2022-04-15 06:00:00,37.99,52.0,3.99,49.93,33.73,1001.67,11.72,6,0.0
2023-02-09 11:00:00,38.15,63.01,3.04,311.94,25.12,1011.39,12.95,1,56.78
2023-04-21 04:00:00,40.27,76.12,2.58,352.43,85.79,1031.41,14.91,8,0.0
2023-03-13 10:00:00,37.48,59.5,5.06,322.74,0.07,996.75,9.06,2,64.51
2023-11-08 18:00:00,18.59,71.12,0.0,178.94,50.04,1016.65,10.24,6,0.0
2022-05-25 14:00:00,26.03,62.54,2.01,256.71,99.3,1014.95,9.95,2,17.31
2022-01-01 12:00:00,37.0,59.08,2.49,167.07,64.27,995.17,4.58,0,47.59
2023-03-22 07:00:00,32.95,76.47,6.08,110.28,88.9,992.44,11.28,5,6.66
2022-02-03 13:00:00,26.33,70.01,4.99,114.67,11.38,1000.1,6.03,1,83.23
2023-07-05 07:00:00,37.36,66.14,4.56,160.17,63.25,992.5,7.36,5,9.75
2023-03-14 17:00:00,23.76,71.62,0.0,58.87,5.96,995.72,7.61,5,23.8
2022-09-25 11:00:00,26.32,80.87,2.03,331.45,76.74,1015.92,8.89,1,28.31
2023-01-24 16:00:00,28.8,67.79,0.0,85.61,38.3,955.8,7.23,4,28.71
2023-02-05 12:00:00,35.22,73.91,3.52,95.8,39.58,1006.32,12.74,0,71.25
2022-07-26 13:00:00,28.96,54.44,0.55,211.13,39.31,1010.61,5.94,1,50.36
2023-08-01 06:00:00,28.18,63.87,4.5,99.3,30.43,1032.6,10.24,6,0.0
2023-02-26 07:00:00,31.1,77.77,2.25,153.06,67.16,984.46,11.75,5,15.13
2022-11-02 16:00:00,24.77,68.62,3.88,344.61,97.27,986.01,14.08,4,6.85
2023-03-11 19:00:00,32.93,67.06,2.22,82.26,1.75,1030.84,3.48,7,0.0
2022-09-06 13:00:00,24.96,54.99,4.21,18.99,66.42,1029.01,11.27,1,32.96
2022-12-01 12:00:00,29.36,64.09,0.37,16.54,96.52,1026.91,15.66,0,13.63
2022-04-16 04:00:00,40.07,51.89,5.77,83.02,9.79,1000.66,14.08,8,0.0
2022-05-18 09:00:00,35.34,58.94,3.96,199.19,68.05,1000.79,14.49,3,34.05
2023-05-23 10:00:00,31.8,68.04,3.2,180.98,47.23,991.49,6.18,2,37.53
2023-06-30 07:00:00,35.29,60.88,6.8,105.13,15.54,1052.59,4.08,5,25.17
2022-07-24 16:00:00,22.2,95.0,0.85,88.5,38.55,1021.18,4.27,4,36.16
2022-04-21 12:00:00,28.65,55.98,0.0,339.34,70.62,1013.57,4.83,0,54.1
2022-04-05 13:00:00,31.21,59.18,2.83,295.61,17.95,997.39,12.45,1,86.0
2022-12-26 14:00:00,25.88,68.58,0.45,54.7,46.33,992.05,8.84,2,51.19
2022-07-14 17:00:00,21.88,69.2,0.0,359.61,51.88,1029.37,14.27,5,17.8
2022-03-02 08:00:00,42.32,58.54,4.69,357.46,67.96,1029.13,9.68,4,23.11
2022-01-05 15:00:00,30.85,71.81,1.2,268.15,27.58,1014.65,7.03,3,55.7
2023-06-18 06:00:00,32.09,39.88,1.39,276.64,45.67,1019.26,9.69,6,0.0
2023-10-07 15:00:00,27.44,71.38,1.93,77.07,11.28,1032.45,7.5,3,55.49
2022-02-15 15:00:00,24.92,58.68,0.0,168.31,95.74,1015.2,8.91,3,17.47
2022-03-14 14:00:00,33.1,46.45,2.64,147.77,72.01,1006.46,7.02,2,41.73
2022-08-02 16:00:00,30.51,48.52,1.08,273.58,2.83,1024.21,9.9,4,52.17
2022-02-17 15:00:00,22.93,79.66,1.82,208.62,86.16,1036.95,9.08,3,20.41
2022-09-14 08:00:00,33.22,63.33,4.18,333.32,89.79,1001.93,8.78,4,13.24
2022-09-10 14:00:00,24.75,79.72,0.0,254.4,32.77,1025.41,13.71,2,40.93
2023-10-01 13:00:00,23.41,61.07,3.75,80.89,78.73,1001.12,13.23,1,34.72
2023-04-19 13:00:00,36.58,60.0,1.23,332.58,86.35,1010.22,10.08,1,26.7
2022-08-04 13:00:00,30.24,57.27,0.93,70.06,62.58,1016.85,9.26,1,42.07
2023-11-30 12:00:00,30.88,62.42,1.8,137.51,56.04,1015.75,10.32,0,55.72
2022-01-03 13:00:00,26.38,59.28,3.67,292.77,13.88,1006.02,1.05,1,52.63
2022-12-29 18:00:00,26.64,64.23,0.0,300.65,42.27,999.85,10.4,6,0.0
2022-10-01 08:00:00,34.51,61.2,4.64,353.16,80.63,1019.51,11.58,4,13.51
2022-01-15 12:00:00,30.69,57.9,5.02,205.28,29.34,997.53,6.6,0,65.07
2023-04-30 12:00:00,36.51,55.32,0.0,11.62,89.06,994.11,10.37,0,20.24
2022-09-30 15:00:00,25.63,51.37,0.0,11.45,84.2,1029.38,8.49,3,15.78
2022-05-06 06:00:00,37.21,56.46,7.42,254.78,83.72,1013.43,9.34,6,0.0
2023-06-09 09:00:00,34.0,45.91,4.13,44.95,83.86,997.15,9.74,3,22.9
2023-01-29 12:00:00,29.98,74.34,0.0,300.71,40.47,1003.12,10.09,0,63.01
2022-05-26 11:00:00,35.67,56.94,4.53,351.4,87.15,1020.96,13.71,1,25.4
2022-02-03 13:00:00,29.48,66.68,1.1,48.4,42.54,1028.35,14.06,1,78.55
2023-01-04 15:00:00,21.97,73.82,1.37,139.92,63.06,1017.87,8.31,3,35.46
2023-03-01 09:00:00,38.87,72.64,1.71,330.39,1.31,977.47,12.34,3,60.86
2022-10-09 16:00:00,23.19,76.44,0.0,62.56,67.97,1008.2,8.37,4,21.29
2022-11-11 04:00:00,33.63,48.72,5.93,219.85,45.85,1021.74,7.15,8,0.0
2023-01-12 11:00:00,34.11,65.72,1.95,344.95,57.75,1070.09,5.65,1,28.55
2022-10-04 12:00:00,23.97,67.71,3.33,29.2,76.55,1043.73,7.63,0,39.79
2023-09-16 16:00:00,24.63,82.68,0.0,80.53,43.34,1019.0,10.96,4,38.13
2023-03-22 13:00:00,31.9,48.88,3.11,100.72,34.16,1027.04,7.7,1,62.68
2022-05-17 08:00:00,40.65,64.81,5.79,225.15,25.53,1007.45,8.67,4,41.08
2023-06-27 09:00:00,33.79,48.47,6.03,309.06,13.94,1033.95,8.24,3,58.98
2022-08-11 19:00:00,25.98,48.32,0.0,346.66,13.93,969.45,11.9,7,0.0
